1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Country_Name
307.97222222222223,312.3666666666667,314.98333333333335,316.8277777777778,318.6666666666667,320.6222222222222,322.49444444444447,324.3611111111111,326.24444444444447,328.1388888888889,330.2111111111111,332.49444444444447,334.6611111111111,336.25,336.97222222222223,336.60555555555555,335.3666666666667,333.9222222222222,333.2111111111111,333.8666666666667,336.48333333333335,340.8,345.5777777777778,349.06111111111113,350.15555555555557,348.02222222222224,343.52777777777777,339.31666666666666,339.06666666666666,345.26666666666665,359.01666666666665,379.0833333333333,402.76666666666665,426.1111111111111,446.25555555555553,462.19444444444446,474.7055555555556,484.8666666666667,494.46666666666664,504.76666666666665,516.0777777777778,527.75,538.9722222222222,548.5666666666667,555.7277777777778,560.1666666666666,562.3222222222222,563.0111111111111,563.4222222222222,564.4277777777778,566.3111111111111,568.85,571.7833333333333,574.6722222222222,Aruba
30.58723404255319,32.714893617021275,34.91489361702128,37.170212765957444,39.47021276595745,41.8,44.159574468085104,46.57021276595745,49.06595744680851,51.65744680851064,54.38297872340426,57.217021276595744,60.06595744680851,62.795744680851065,65.33191489361703,67.61914893617022,69.72127659574468,71.8,74.08297872340425,76.72978723404255,79.79148936170213,83.21702127659574,86.9404255319149,90.8595744680851,94.88723404255319,98.96808510638297,103.10212765957446,107.3,111.5936170212766,115.98085106382979,120.58297872340425,125.32765957446809,129.7936170212766,133.41914893617022,135.8595744680851,136.78936170212765,136.48297872340424,135.93191489361703,136.51276595744682,139.1468085106383,144.19148936170214,151.16170212765957,159.1127659574468,166.67446808510638,172.81489361702128,177.38936170212767,180.59148936170212,182.16170212765957,181.8595744680851,179.61489361702127,175.16170212765957,168.75744680851065,161.4936170212766,154.86382978723404,Andorra
14.038147535459363,14.312060778727446,14.599692123885673,14.901579205342646,15.218206047238306,15.54520264681555,15.881812333425236,16.235931133780596,16.618432742088658,17.034428514536042,17.481268572128787,17.947026927672088,18.415148730202493,18.864003002175046,19.273586986490212,19.65407744386239,19.998926262904757,20.25326563122262,20.346290169408448,20.23620990717765,19.907672395306804,19.402323622216095,18.808159482890666,18.246653187513402,17.814689213613946,17.521289403547467,17.36655944612934,17.42451367827712,17.780766167325307,18.484161994914682,19.589765033851055,21.054483350182274,22.70681463100818,24.308376987409247,25.69084030266826,26.777256992310758,27.623272983488036,28.354440461967343,29.161566032533774,30.177894188646878,31.448028673835125,32.912230799865206,34.475029868578254,35.99523634469871,37.37393621909751,38.57429617375854,39.63720246300891,40.634655209386395,41.67400514658579,42.83032656312226,44.12763379591337,45.53319701007873,46.997059093833286,48.44454553809393,Afghanistan
4.305195315633272,4.384298548167162,4.464432501804764,4.544558434266463,4.624227961819202,4.70327103553381,4.782891633913532,4.865720702655009,4.955244244806289,5.054118071709312,5.16374829550012,5.284067538301115,5.414466190743563,5.5536608646827625,5.700917622523462,5.8550637683484394,6.016940723510067,6.190052939760969,6.379146546883773,6.586949546803561,6.816355177669046,7.064659501082859,7.322254752546724,7.5759348680516565,7.816803561402102,8.040186091280981,8.250350525387022,8.458252987888024,8.67970802919708,8.925860271115745,9.202031763856581,9.504268067698725,9.823362476939119,10.145570706665596,10.461751824817519,10.768278655650919,11.070721103713804,11.380211759043876,11.71250741958771,12.078798427849522,12.483188417421994,12.921870538220903,13.388461538461538,13.873024785433545,14.368285874709233,14.872436833239753,15.387749258041229,15.915818561001043,16.459535573915137,17.020898371701293,17.600301596214006,18.19654447742039,18.808215288361275,19.433323173177186,Angola
60.57664233576642,62.456897810218976,64.32923357664234,66.20930656934307,68.05806569343066,69.87492700729926,71.73715328467154,73.80554744525547,75.9742700729927,77.9371897810219,79.8486496350365,81.86591240875913,83.82306569343066,85.77094890510949,87.76755474452554,89.72722627737227,91.73525547445256,93.65934306569343,95.54131386861314,97.5181386861314,99.49109489051095,101.61598540145985,103.7941605839416,106.00105839416058,108.20299270072992,110.31514598540146,112.54032846715329,114.68379562043796,117.80813868613139,119.94678832116789,119.22591240875913,118.50507299270073,117.78419708029197,117.06335766423358,116.34248175182482,115.62164233576642,114.90076642335767,114.17992700729927,113.45905109489051,112.73821167883212,111.68514598540146,111.3507299270073,110.9348905109489,110.47222627737226,109.90828467153284,109.21704379562044,108.39478102189781,107.56620437956204,106.8437591240876,106.31463503649636,106.01386861313868,105.85726277372262,105.74328467153285,105.63777372262774,Albania
6.976025891309261,7.170528164535151,7.372141255403779,7.580277011994467,7.7944840260566055,8.015255176680089,8.242830260735607,8.475980860583773,8.713045647062899,8.953400502391693,9.195004914477954,9.440884052597942,9.69725691979685,9.972279928840235,10.271535191119842,10.597423251380597,10.947685667144084,11.316678937911806,11.69603070054876,12.079503208714685,12.465379124222851,12.854862352742305,13.248220143421998,13.643617424585791,14.05060866525822,14.464342863996313,14.879309153976982,15.297104791099759,15.714710616000847,16.28956243438505,16.74820329813782,17.0585814999709,17.511555958080187,17.968247897040012,18.53095171458684,18.959178101074638,19.38142152116583,19.79871588477138,20.221076083981437,20.651464095265336,21.092070389549743,21.54296763265972,22.0094786848134,22.497783991730365,23.011804021937735,23.55512958816244,24.124360104818653,24.711126334335027,25.305918087340583,25.88869333063562,26.484895761143047,27.08341911128003,27.684115103787708,28.284334053204915,Arab World
1.2079545454545455,1.3425837320574163,1.497799043062201,1.6533492822966507,1.7980622009569378,1.9267583732057416,2.0547966507177033,2.216650717703349,2.4589712918660287,2.816196172248804,3.2913875598086126,3.8764234449760764,4.579222488038278,5.406076555023923,6.3548444976076555,7.440801435406699,8.64651913875598,9.897057416267943,11.092141148325359,12.162547846889952,13.075454545454546,13.85738038277512,14.572045454545455,15.31433014354067,16.153504784688995,17.111818181818183,18.16974880382775,19.30507177033493,20.479868421052632,21.668157894736844,22.885047846889954,24.150885167464114,25.452906698564593,26.773696172248805,28.112344497607655,29.518253588516746,31.043301435406697,32.7005980861244,34.49985645933015,36.48478468899521,38.49120813397129,40.5988038277512,43.37078947368421,47.559150717703346,53.61215311004785,61.85711722488038,71.89114832535886,82.53758373205741,92.17013157894736,99.6346052631579,104.48232057416269,107.08782296650718,108.1337081339713,108.68587320574163,United Arab Emirates
7.656358228370769,7.778623811977242,7.900728617417391,8.022072649806884,8.142460052106742,8.261347467195773,8.379539151310524,8.499783680285308,8.625745700097562,8.759874885354206,8.903617874147237,9.055811948010188,9.21309611245702,9.370628386846885,9.52500100486354,9.67488206556095,9.821560717509108,9.967421227833624,10.116063565840486,10.27003021898717,10.42988646869028,10.594546331517272,10.762906650004203,10.933246732366472,11.104210195528175,11.275388151379952,11.446847469022797,11.618237725135108,11.789263307133801,11.959608139760075,12.129221797134495,12.297757144579766,12.464295188713372,12.627705001297187,12.787278792994456,12.942526555802813,13.093907238306128,13.242851035374851,13.391379367045591,13.540975777307624,13.692283378826247,13.84498901958205,13.998470780395294,14.151686161019333,14.303955142891596,14.454962016158206,14.605199346655997,14.755730462712254,14.908024292119313,15.06304148442096,15.221167176406535,15.38180210400155,15.543705717490838,15.70511311109406,Argentina
67.93955040393396,70.32560590094836,72.72311204776958,75.10126448893573,77.43765367053038,79.71461187214612,81.93270108886547,84.11081840533895,86.27924130663857,88.45830698981383,90.65310853530032,92.85086055497014,95.03280646294346,97.17228661749209,99.25008781173165,101.25855286266246,103.20270460133474,105.09146469968388,106.93937478047067,108.75651563048824,110.49824376536705,112.14882332279592,113.77632595714788,115.47551808921672,117.28651211801896,119.30140498770636,121.42795925535651,123.30309097295398,124.4369511766772,124.5063224446786,123.3548296452406,121.1625219529329,118.35872848612574,115.55823674042853,113.21296101159115,111.46557780119424,110.209062170706,109.34169301018616,108.66947664207939,108.04699683877766,107.48282402528977,107.03368458025992,106.65331928345627,106.28668774148227,105.8980330172111,105.44998243765367,104.95669125395153,104.49697927643133,104.18363189322093,104.09188619599578,104.24952581664911,104.61324200913242,105.0998243765367,105.59023533544081,Armenia
102.39,105.59,109.415,113.505,117.59,121.6,125.58,129.43,133.075,136.46,139.58,142.45,145.07,147.455,149.66,151.625,153.45,155.525,158.35,162.28,167.44,173.7,180.825,188.435,196.235,204.175,212.24,220.245,227.955,235.22,241.895,247.985,253.625,259.035,264.37,269.63,274.71,279.495,283.84,287.61,290.88,293.645,295.585,296.31,295.585,293.24,289.52,285.155,281.13,278.18,276.58,276.135,276.51,277.17,American Samoa
